rpm,N,ht,Cx,eta,ok,D,L,DF,dH,M,h
50000,7,0.45,200,0.7996851480502714,False,99.43088717085125,180.14676531814118,0.5215774518712183,0.7435361202157962,0.9327458684587598,9.007149814202808
50000,7,0.5,150,0.8318259151336369,False,113.38611573575174,190.0811320102757,0.5955461940128951,0.6561561057600056,0.8639674847162687,9.551751776174969
50000,7,0.5,170,0.8205707686962628,False,108.1559345278812,180.11768945505582,0.5592577358758227,0.6945081282360009,0.8836727603136441,9.03531279370487
50000,7,0.5,185,0.8107849501465234,False,104.99835148694675,174.05723187863353,0.5332926499841204,0.7205066637617302,0.9048407909861227,8.718131452721641
50000,7,0.5,200,0.8002015908921163,False,102.36989989525894,168.93313925347456,0.5088665827457355,0.7439428224135495,0.9305463579991322,8.445701187973734
50000,7,0.55,150,0.829633147780579,False,117.46063313950675,178.0406607329936,0.5703240958998365,0.6630064235898653,0.8653219434311221,8.945207737957622
50000,7,0.55,170,0.8196595506871336,False,112.01537869531721,168.53116588374255,0.5370835393853645,0.6985724007637846,0.8839848918521633,8.451041920686228
50000,7,0.55,185,0.8106520214997658,False,108.7267629772929,162.74941261429217,0.5126922311842192,0.7232176933526389,0.904501819351968,8.147903252128316
50000,7,0.55,200,0.800735828016809,False,105.98805377283166,157.8667343861603,0.48949135519058795,0.7456978025639014,0.9296754318697971,7.8884571891879585
55000,4,0.3,150,0.8521065441954006,False,103.75202324133028,143.54272464152464,0.693011103250071,0.5683496010140807,1.0166446013339678,12.793343097615622
55000,4,0.3,170,0.8497139670584511,False,99.24904417569759,136.78683076751418,0.6175002059508722,0.619555924195632,1.0354880124936328,12.11596104344613
55000,4,0.3,185,0.8465395271768343,False,96.55062325151867,132.71404616401793,0.5690420193698102,0.6524344252662744,1.0556090769665227,11.698374030741276
55000,4,0.3,200,0.8424500048018633,False,94.32178446149972,129.30869263251913,0.5265979506019371,0.6812281074634714,1.0800605883350491,11.340073733778953
55000,4,0.35,150,0.8488665045590382,False,105.3606559184963,135.27409836418005,0.7198232123226838,0.5583406710136457,1.0097840936700835,12.081174211206761
55000,4,0.35,170,0.8471057369789708,False,100.72202337154914,128.73179575922993,0.6427299598896101,0.6099661995193916,1.028169802855653,11.427258333831848
55000,4,0.35,185,0.8443213897265807,False,97.93657629900123,124.77948694711041,0.5928633880974596,0.6434177243688072,1.0480093529383336,11.024120710034197
55000,4,0.35,200,0.8405691809194755,False,95.63072912745784,121.46709947182428,0.5489727187848135,0.6728716773928838,1.072218251018587,10.678149444499505
55000,4,0.4,150,0.8443517095360749,False,107.43275678246793,127.36475210025571,0.7458829841232284,0.5501169116234319,1.0042444160347537,11.399840714523545
55000,4,0.4,170,0.8432492853870815,False,102.64433128680636,121.04450440664048,0.6677701632210105,0.6016127802387352,1.0220415973864456,10.769458824456333
55000,4,0.4,185,0.8408687703930199,False,99.76434362024462,117.22071932783182,0.6167673125934976,0.6353570599060994,1.041519504791888,10.380947945794915
55000,4,0.4,200,0.8374728074229477,False,97.3766796466188,114.01822151159446,0.5716255308939363,0.6652334915935446,1.065494183234347,10.048942201143982
55000,4,0.45,150,0.8384213625451925,False,110.03629070450835,119.75805237161357,0.7710257927527469,0.5439734395681862,1.0002892310706588,10.745458971932978
55000,4,0.45,170,0.8380191791844586,False,105.079097038173,113.6655021266813,0.6925761746768935,0.5946900684928417,1.0173395420777276,10.138450142798835
55000,4,0.45,185,0.8360660329505222,False,102.09392804469228,109.9757681225298,0.6407764325394558,0.6283902728952657,1.0363551081426763,9.764522571849163
55000,4,0.45,200,0.8330226631222838,False,99.61522254816987,106.87411891392718,0.5946030185949671,0.6585071206398749,1.0598569594768683,9.443731602690256
55000,4,0.5,150,0.8308167906936732,False,113.26883260022998,112.3814276914357,0.7950178150851274,0.5404152874972906,0.998091094773893,10.110096380327144
55000,4,0.5,170,0.8311745050236047,False,108.11759248477534,106.52082210607772,0.7170479593641343,0.5895807259629756,1.0141958970311005,9.526432230930332
55000,4,0.5,185,0.8296845921535818,False,105.01267264429418,102.97016648606308,0.6648710349924333,0.622820828702673,1.0326308505303263,9.167246970106389
55000,4,0.5,200,0.8270327172471059,False,102.43194136169862,99.98327078657876,0.6179746684273856,0.6528317709705703,1.055638830895442,8.85931444821407
55000,4,0.55,150,0.832696483372914,False,117.2766320689567,104.92016433948747,0.7712736178050397,0.542912573964034,0.9952400512940803,9.430949946917885
55000,4,0.55,170,0.8246585549604125,False,111.89363487723122,99.51858803462335,0.7325712697135216,0.5871122106843707,1.0125839394669558,8.92054604832128
55000,4,0.55,185,0.8214432076229377,False,108.64939762964096,96.16336691374848,0.6890756578496087,0.6188586137293852,1.030912504807426,8.58743861101824
55000,4,0.55,200,0.8192221389453778,False,105.95098719680944,93.29462341610022,0.6418339496659995,0.6483933447718218,1.0532902699651845,8.292211008857588
55000,5,0.3,150,0.8464533547346536,False,103.4290781748662,175.24329654839096,0.6929149759539963,0.5923003051645159,0.9659886135736797,12.413887160638708
55000,5,0.3,170,0.8436510243116255,False,98.82533414715456,166.49727374812798,0.6153837665291493,0.6424547006151338,0.9829103558363393,11.73122545960982
55000,5,0.3,185,0.8400148669249098,False,96.05670044214223,161.19715083895517,0.5653817545827129,0.6748004667100813,1.0019956325624626,11.311205970313717
55000,5,0.3,200,0.8353477420961363,False,93.76058983967498,156.7246850193829,0.5215038937372366,0.7031951730478749,1.0255841162002672,10.948776587383142
55000,5,0.35,150,0.8411391741354102,False,105.16053113637356,165.66690217323415,0.7145670146070946,0.587403340625187,0.961392124333864,11.760311112076357
55000,5,0.35,170,0.8389977193615531,False,100.43654717068416,157.2401864691858,0.6363634496006051,0.6371019254720055,0.9779660194810639,11.102419584642211
