MN,alt_m,T_K,P_Pa,V_mps,q_Pa,Fn_T4mode_N,Nmech_pct_T4mode,conv_T4,Fn_Nmode_N,T4_Nmode_K,conv_N,Fn_N,binding,T4_K,Nmech_pct,NcPct,W_kgps,Wf_kgps,TSFC_kgpNh,OPR,comp_PR,comp_eff,NPR,Vj_mps,Fram_N,CDS_allow_m2
0.0,5000,255.64999999999998,54019.75768437438,0.0,0.0,321.5924093402007,103.08746142949478,True,305.55595040839205,1109.8798360474677,True,305.55595040839205,N,1109.8798360474677,100.0,106.16627763418248,0.5098323003463403,0.008853535588276529,0.1043106122412441,4.362424835100787,4.3624248351007875,0.7621038693693833,2.036788648140716,563.3715680788056,0.00016345904470263913,
0.3,5000,255.64999999999998,54019.75768437438,96.1583376260218,3403.2447341155857,293.8204518533729,101.82447457574604,True,283.99825912997835,1125.4291182197521,True,283.99825912997835,N,1125.4291182197521,100.0,105.22163203193506,0.5357841459174366,0.009465481812296192,0.11998571674986208,4.332412113796253,4.332412113796253,0.7650298294212093,2.1548273890597534,567.5458566904175,51.53386590001619,0.08344926131319852
0.6,5000,255.64999999999998,54019.75768437438,192.3166752520436,13612.978936462343,306.68570947035124,100.06986871126624,True,305.847622728458,1148.0557300523546,True,305.847622728458,N,1148.0557300523546,100.0,102.53265053082461,0.6180935157769376,0.011083356976601646,0.13045739881565296,4.174780316417883,4.174780316417883,0.7728294609821938,2.51413441205982,573.47754293479,118.9014217700525,0.022467354438435633
0.8,5000,255.64999999999998,54019.75768437438,256.42223366939146,24200.851442599724,331.3175025909828,100.05358642115252,True,329.9229580026878,1147.3725381272309,True,329.9229580026878,N,1147.3725381272309,100.0,99.95325848741575,0.7035132488217657,0.012363194234820046,0.13490270490677175,3.991040343613934,3.991040343613934,0.7799610889287365,2.8604735925133933,573.2579475327403,180.44459483628137,0.013632700435569738
0.9,5000,255.64999999999998,54019.75768437438,288.4750128780654,30629.20260704027,349.98718882439266,100.94861066629521,True,329.6567014430149,1121.5968407195573,True,329.6567014430149,N,1121.5968407195573,100.0,98.47906629274297,0.748642164569425,0.012507860101168155,0.13659147946787167,3.787951167665633,3.787951167665633,0.7814357044714333,3.007216262821286,566.5710980315982,216.02220899961327,0.010762823494701156
1.0,5000,255.64999999999998,54019.75768437438,320.52779208673934,37813.83037906206,366.77784051516574,101.3491585671036,True,324.5419252346487,1081.8817115445056,True,324.5419252346487,N,1081.8817115445056,100.0,96.90643701730937,0.8020049015750084,0.012390493338879887,0.1374422616991976,3.562818764169298,3.562818764169298,0.7818712945779477,3.1511833962868243,555.8880714342565,257.1334828515755,0.008582624980894588
0.0,6000,249.14999999999998,47180.863673477994,0.0,0.0,290.4373596747223,103.81415128747354,True,271.1941131086212,1094.3916055606333,True,271.1941131086212,N,1094.3916055606333,100.0,107.54216957555842,0.4533038100369048,0.007760809273868489,0.10302182887100035,4.416352328161583,4.416352328161583,0.7580236258815456,2.0551982523244297,559.2657406468311,0.00014348028343952473,
0.3,6000,249.14999999999998,47180.863673477994,94.92803561119338,2972.3944114291135,268.3250192946326,104.13763337220797,True,252.5551737136443,1111.1000008806443,True,252.5551737136443,N,1111.1000008806443,100.0,106.58522308870538,0.4760674451527021,0.00830973559952074,0.11844955639928442,4.3877484933753585,4.3877484933753585,0.7610115310062721,2.1765879371859933,563.8074449904326,45.20563722679438,0.08496691177407273
0.6,6000,249.14999999999998,47180.863673477994,189.85607122238676,11889.577645716454,279.47903054270864,100.36663896417399,True,276.6405249140799,1143.9995436694398,True,276.6405249140799,N,1143.9995436694398,100.0,103.86072999530481,0.5510199685558336,0.00991515030889622,0.12902860592656915,4.264141217095822,4.264141217095822,0.7691102782369856,2.56789618570557,572.4738621160253,104.64571378227657,0.023267481247641057
0.8,6000,249.14999999999998,47180.863673477994,253.1414282965157,21137.026925718146,301.50371775793565,99.81269416837439,True,303.36157745462197,1153.9556873409244,True,301.50371775793565,T4,1150.0,99.81269416837439,101.05723803302058,0.6280279836680659,0.011194119314567163,0.1336594786069181,4.079483902400671,4.079483902400671,0.777065402264404,2.9289363940652553,574.0452499416662,159.02735624006553,0.0142642443905432
0.9,6000,249.14999999999998,47180.863673477994,284.78410683358015,26751.549702862027,319.8735962148089,100.36592264010176,True,312.2960255399289,1135.897474387785,True,312.2960255399289,N,1135.897474387785,100.0,99.75356784812968,0.6777467677268818,0.011684807825839966,0.1346969058903979,3.95262743339033,3.95262743339033,0.7797559745353775,3.1399920358414697,570.1855091297692,193.0691217732807,0.011673941472875411
1.0,6000,249.14999999999998,47180.863673477994,316.4267853706446,33026.6045714346,335.9043056465977,100.82300800372528,True,314.03935857410715,1112.0009830743768,True,314.03935857410715,N,1112.0009830743768,100.0,98.16031592083473,0.724745736663485,0.011893237360490434,0.1363384987302733,3.7397315091192436,3.739731509119244,0.7814428025872879,3.3098388310971383,563.9963193892797,229.3974182780377,0.009508678310991933
0.0,8000,236.14999999999998,35599.64218895414,0.0,0.0,238.02892140068286,106.9222230109163,True,215.6494063644009,1084.8908071305939,True,215.6494063644009,N,1084.8908071305939,100.0,110.46259337138335,0.35491091677979264,0.006100007902983411,0.10183208439870914,4.567843829825921,4.567843829825921,0.7500288573985653,2.119901452999026,556.793971918168,0.00010937331202707888,
0.3,8000,236.14999999999998,35599.64218895414,92.41831011763847,2242.7774579041106,219.34876024321989,105.98247650598891,True,197.8741570660928,1080.0098370644248,True,197.8741570660928,N,1080.0098370644248,100.0,109.4793734945784,0.3731088325824361,0.006326198179040436,0.11509493652212908,4.503717963804148,4.503717963804148,0.7525240081605461,2.228368753711081,555.401827068176,34.494415502652174,0.0882272810299277
0.6,8000,236.14999999999998,35599.64218895414,184.83662023527694,8971.109831616443,227.89691349639264,103.83285920422803,True,212.751035060547,1102.5410645763145,True,212.751035060547,N,1102.5410645763145,100.0,106.68059798888285,0.4293317641705915,0.007398399652367999,0.12518970288742212,4.380286327943978,4.380286327943978,0.7605373589368419,2.594745292526601,561.4073735112424,79.3846029282353,0.02371512990630869
