rpm,N,hub_tip,Cx,feasible,eta_is_tool,DF,deHaller,M_rel_tip,h_last,r_tip_mm,length_mm,D_casing_mm,n_blades
70000,8,0.45,185,True,0.8204836730101546,0.4057004996004136,0.7553578707316336,1.134458220685766,0.011284731580619448,55.2555779058582,251.36231182247664,116.0111558117164,446
70000,8,0.45,200,True,0.8144366487353027,0.38771170879700945,0.772551215005531,1.142916270580407,0.01084367241055667,53.74836283580892,242.70745756694973,112.99672567161784,448
70000,8,0.5,170,True,0.8140022926628615,0.3978706958478079,0.7498993078461456,1.1394780812827763,0.011124205989663752,58.97104303314379,247.4450709841045,123.44208606628759,492
70000,8,0.5,185,True,0.8112780130909314,0.3837273081493742,0.7647293823063285,1.1402318065782413,0.010642805017364004,57.09035808320069,237.6654770699358,119.68071616640138,498
70000,8,0.5,200,True,0.8061478868154152,0.36790200944787593,0.7801266040559649,1.1480718292127825,0.010222953859931466,55.52849948329215,229.36347213237067,116.5569989665843,509
70000,8,0.55,170,True,0.7997967166439349,0.37170201868915453,0.7630372355049143,1.1502247361113467,0.010467323322544922,61.28631005319581,233.6359346185088,128.0726201063916,560
70000,8,0.55,185,True,0.7987494059368685,0.3601623599835293,0.7755709540093448,1.1499308792861163,0.010008744612003767,59.32557085893944,224.22908428242837,124.15114171787889,567
70000,8,0.55,200,False,0.7948177889812996,0.346631779617749,0.7890291658457047,1.156929690542579,0.009609565524023977,57.697799878321234,216.26318318752,120.89559975664248,573
75000,5,0.4,170,False,0.848037970545939,0.6040958963907137,0.6284838476019917,1.2334273979941894,0.012962320492414026,55.30655986191361,176.10986664688872,116.11311972382724,239
75000,5,0.4,185,False,0.8445503164149816,0.5819394209197456,0.6519306593365988,1.2338501603926786,0.012416384824710192,53.55819814849262,169.41656753890817,112.61639629698524,242
75000,5,0.4,200,False,0.8396501937629913,0.5582460687871308,0.6753490975182657,1.2411197355378398,0.011939697798207638,52.10641078914635,163.7287722838774,109.7128215782927,244
75000,5,0.45,170,False,0.8442423431836424,0.5757621773259877,0.6403121547600172,1.2356887961366774,0.012257380255823305,56.879756567396356,166.87901496675573,119.25951313479271,268
75000,5,0.45,185,False,0.8415974604307183,0.5565037622363741,0.661179377314914,1.2353716619384234,0.011734883092496956,55.07226756445625,160.41887776561813,115.6445351289125,273
75000,5,0.45,200,False,0.8373351351591941,0.5351983212394182,0.682571755311525,1.2420567002571987,0.01127937827975177,53.571661756693814,154.93927003736147,112.64332351338763,274
75000,5,0.5,170,False,0.8382646706797738,0.54479652502996,0.6545660518287553,1.2415446751970636,0.01156774215737437,58.79217488605842,157.91983694184526,123.08434977211684,302
75000,5,0.5,185,False,0.8366430937613009,0.5286377297142364,0.6726370117014646,1.2402544601981056,0.011067930687666538,56.91471994101346,151.67997978285152,119.32943988202692,305
75000,5,0.5,200,False,0.8331356123495959,0.5099629594357391,0.691756040773419,1.2461639030123122,0.010633011004874876,55.35643971110837,146.39896825461796,116.21287942221676,307
75000,5,0.55,170,False,0.8293639785549435,0.5109632824421588,0.6714194653662489,1.2520479254391552,0.01089043079419895,61.12613191169859,149.2063900884157,127.75226382339719,342
75000,5,0.55,185,False,0.8290489790613162,0.49805646189406405,0.6865196650928216,1.2494825919864059,0.01041249455694973,59.164840653947365,143.17097068561148,123.82968130789473,347
75000,5,0.55,200,False,0.8264826142164317,0.48223076063843084,0.7031371057299989,1.2543699629547915,0.009997537682627913,57.537551078241044,138.076906569727,120.57510215648209,353
75000,6,0.4,170,False,0.8430927455291723,0.5277021577255713,0.6739541476879592,1.2118837854167153,0.012765223638527862,55.45605266565137,210.01662849395254,116.41210533130275,288
